pointIndex,mode,runKind,inputName,perturbationPercent,perturbationIndex,engineVersion,stateHash,param.congestionReference,param.congestionWeight,param.corridorBlocksOutOfField,param.corridorWidth,param.edgeFluxMax,param.gapWidth,param.restoreWeight,measurement.advectionShare,measurement.backflowEvents,measurement.bandCells,measurement.bandThreshold,measurement.blockedCellCount,measurement.blockedFrontDensityMax,measurement.blockedFrontDensityMaxCell,measurement.blockedFrontDensityPeak,measurement.blockedFrontDensityPeakCell,measurement.capacityLimitedAmount,measurement.coherenceLength,measurement.coherenceLengthSigma,measurement.completionRatio,measurement.completionStep,measurement.conductanceMin,measurement.conductanceMinCell,measurement.corridorEdgeDensityMax,measurement.corridorEdgeDensityMaxCell,measurement.corridorEdgeDensityMean,measurement.corridorEdgeDensityPeak,measurement.corridorEdgeDensityPeakCell,measurement.densityMax,measurement.densityMaxCell,measurement.densityMaxExSource,measurement.densityMaxExSourceCell,measurement.densityMaxExSourceStep,measurement.densityMaxRatio,measurement.densityMaxStep,measurement.diffusionShare,measurement.fieldEdgeDensityMax,measurement.fieldEdgeDensityMaxCell,measurement.fieldEdgeDensityPeak,measurement.fieldEdgeDensityPeakCell,measurement.fluxLimitedAmount,measurement.fluxLimitedEvents,measurement.gapThroughput.central,measurement.gapThroughput.detour,measurement.guideMagnitudeMax,measurement.injectionBase,measurement.injectionRemainder,measurement.maxStagnation,measurement.meanResidency,measurement.meanSegmentWidth,measurement.occupiedCellsPeak,measurement.outOfField,measurement.outOfFieldByEdge.bottom,measurement.outOfFieldByEdge.left,measurement.outOfFieldByEdge.right,measurement.outOfFieldByEdge.top,measurement.outOfFieldRatio,measurement.outsideCorridorCells,measurement.remainingRatio,measurement.segmentCount,measurement.sigmaProfile,measurement.sinkCellCount,measurement.sourceCellCount,measurement.sourceDensityFinal,measurement.sourceDistance.densityMax,measurement.sourceDistance.densityMaxExSource,measurement.sourceExclusionCellCount,measurement.sourceOutflowAverage,measurement.sourcePositiveScoreDirections,measurement.sourcePositiveScoreDirectionsStep,measurement.throttledEdgeCount,measurement.totalCompleted,measurement.totalInjected,measurement.w0,sensitivityBasisPoints,criterion4Dominated,criterion2MedianTwiceBasisPoints,criterion3Median3TwiceBasisPoints,criterion3Median10TwiceBasisPoints
5,A,basic,straight,,,0.11.0,49324659,2048,65536,true,1,512,3,0,90,0,"0,0,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,5,0,0",18,56,1544,"32,31",1556,"32,31,3275",0,63,59,92,2310,0,"4,32,3",714,"42,29",247,758,"44,29,3314",5028,"4,32",1854,"6,32",40,1,12,10,0,,0,,98375,2056,3556017,0,65536,1024,0,0,269,",,327680,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,196608,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,65536,458752,327680,,",407,0,0,0,0,0,0,0,7,"0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0",",,88489,87563,61045,69786,70591,71340,70911,74322,71388,75992,74050,77998,75502,79932,77146,78795,80815,81134,82065,79994,85590,82298,84931,85720,83544,88976,85042,90099,85398,86622,53497,92354,92877,98631,102284,103750,103428,109478,110463,109247,114872,114826,112250,116078,115714,114909,112651,108117,108877,103057,103806,101027,99992,97801,96581,94056,92278,185779,112538,92506,,",5,1,3141,0,2,5,1023.1275,4,3600,1810912,3418701,3686400,458752,,false,,,
5,A,basic,distributed,,,0.11.0,848ebe8a,2048,65536,true,1,512,3,0,85,0,"0,0,3,6,8,9,10,12,13,14,15,17,17,17,16,17,17,17,16,15,14,13,11,11,11,11,11,11,11,11,11,11,8,11,11,11,11,11,11,11,11,11,11,14,15,17,18,18,19,19,18,19,19,17,16,15,13,13,12,5,9,7,0,0",14,56,967,"32,10",1037,"31,9,1008",0,63,6,88,2479,0,"4,32,3",1334,"20,9",421,1473,"19,9,1560",4108,"4,32",1473,"19,9",1560,1,221,15,0,,0,,0,0,1204629,2264959,65536,1024,0,0,453,",,196608,393216,524288,589824,655360,786432,851968,917504,983040,1114112,557056,557056,524288,557056,557056,557056,524288,491520,458752,425984,360448,360448,360448,360448,360448,360448,360448,360448,360448,360448,262144,360448,360448,360448,360448,360448,360448,360448,360448,360448,360448,458752,491520,557056,589824,589824,622592,622592,589824,622592,1245184,1114112,1048576,983040,851968,851968,786432,163840,589824,458752,,",782,0,0,0,0,0,0,0,11,"0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,0,0",",,106744,112904,128395,155708,178571,213783,235209,256629,277338,312978,329449,354206,379817,414966,429237,458726,489633,506485,520396,551065,627139,622663,616150,628776,619706,626164,616666,625807,622629,617187,634353,664121,658101,656886,665722,658736,664364,657228,660236,663638,659564,649403,593102,547086,518673,490080,457950,437653,396438,369212,352699,312322,293999,281029,238922,237825,223211,207345,168488,129330,,",5,1,3083,0,38,5,1023.1436111111111,4,3600,265239,3244574,3686400,655360,,true,,,
5,A,basic,detour,,,0.11.0,e5a574f1,2048,65536,true,1,512,3,0,83,0,"0,0,0,6,8,9,10,13,13,13,12,13,13,13,12,13,13,13,12,11,10,9,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,8,9,10,12,13,13,14,14,13,14,14,13,14,14,13,13,12,5,9,7,0,0",20,56,1363,"32,10",1473,"33,9,2932",0,63,6,85,2561,0,"4,32,3",1905,"18,9",815,2090,"19,9,362",4108,"4,32",2090,"19,9",362,1,35,17,0,,0,,0,0,0,3427808,65536,1024,0,0,552,",,,393216,524288,589824,655360,851968,851968,851968,786432,851968,851968,851968,786432,851968,851968,851968,786432,720896,655360,589824,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,327680,458752,458752,458752,458752,458752,458752,458752,458752,458752,524288,589824,655360,786432,851968,851968,917504,917504,851968,917504,917504,851968,917504,917504,851968,851968,786432,163840,589824,458752,,",597,0,0,0,0,0,0,0,14,"0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0",",,111463,110466,134340,155599,174721,214256,233592,244234,225990,244207,242983,245687,227111,245088,246478,248408,236530,212009,192004,179029,133612,137690,131664,132519,136049,130962,132543,136125,136506,133572,100111,122389,127967,121953,124651,123361,119968,124156,123933,120691,137250,164619,188478,224791,244707,241514,264795,268589,246082,262885,267745,244618,264743,266593,247979,243072,237102,197087,168074,125945,,",5,1,3081,0,38,5,1023.1441666666667,4,3600,1236411,3162352,3686400,655360,,true,,,
6,A,basic,straight,,,0.11.0,6610c8db,2048,65536,true,1,512,5,0,91,0,"0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,5,0,0",18,54,460,"33,29",593,"33,29,3407",0,63,59,93,2299,0,"4,32,3",676,"47,29",206,779,"47,29,2578",5028,"4,32",1854,"6,32",40,1,12,9,0,,0,,102265,2122,3565429,0,65536,1024,0,0,259,",,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,65536,458752,327680,,",351,0,0,0,0,0,0,0,6,"0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0",",,81945,68277,48775,55992,57172,58016,58875,59626,60331,60911,61532,62119,62649,63255,63776,64097,64386,64595,64851,65154,65408,65850,66881,66820,66976,66602,66331,66166,66095,66260,66404,101854,100529,108117,104053,110420,105612,112299,107363,110179,112976,115115,116386,117573,114384,117556,117801,116147,112144,112689,111850,106342,108208,106508,103163,103512,101316,195172,119457,91175,,",5,1,3229,0,2,5,1023.1030555555556,4,3600,1658305,3429587,3686400,327680,,false,,,
6,A,basic,distributed,,,0.11.0,b5feb755,2048,65536,true,1,512,5,0,84,0,"0,0,2,6,8,9,11,13,14,15,16,18,18,18,17,18,18,18,17,16,15,14,12,12,12,12,12,12,12,12,12,12,10,11,11,11,11,11,11,11,11,11,11,14,15,17,18,18,19,19,18,19,19,17,16,15,13,13,12,5,9,7,0,0",14,54,1003,"31,9",1038,"31,9,2230",0,63,6,88,2481,0,"4,32,3",1322,"20,9",423,1479,"19,9,3111",4108,"4,32",1479,"19,9",3111,1,221,16,0,,0,,0,0,1296510,2265789,65536,1024,0,0,456,",,131072,393216,524288,589824,720896,851968,917504,983040,1048576,1179648,589824,589824,557056,589824,589824,589824,557056,524288,491520,458752,393216,393216,393216,393216,393216,393216,393216,393216,393216,393216,327680,360448,360448,360448,360448,360448,360448,360448,360448,360448,360448,458752,491520,557056,589824,589824,622592,622592,589824,622592,1245184,1114112,1048576,983040,851968,851968,786432,163840,589824,458752,,",810,0,0,0,0,0,0,0,11,"0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,0,0",",,108485,113153,128429,155668,179381,215019,237013,258210,279303,315053,333744,358296,384117,421278,442236,462184,498926,513590,525349,556712,635017,626873,629046,628546,625872,634564,633136,627942,631808,630877,654364,652710,654253,648841,658131,652968,658031,653883,659150,654650,659178,647797,588775,534782,519998,481190,458179,428367,395947,369755,356516,310744,295180,279326,239467,242023,220585,213878,164964,128412,,",5,1,3084,0,38,5,1023.1433333333333,4,3600,263369,3244194,3686400,720896,,true,,,
6,A,basic,detour,,,0.11.0,e5a574f1,2048,65536,true,1,512,5,0,83,0,"0,0,0,6,8,9,10,13,13,13,12,13,13,13,12,13,13,13,12,11,10,9,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,8,9,10,12,13,13,14,14,13,14,14,13,14,14,13,13,12,5,9,7,0,0",20,54,1363,"32,10",1473,"33,9,2932",0,63,6,85,2561,0,"4,32,3",1905,"18,9",815,2090,"19,9,362",4108,"4,32",2090,"19,9",362,1,35,17,0,,0,,0,0,0,3427808,65536,1024,0,0,552,",,,393216,524288,589824,655360,851968,851968,851968,786432,851968,851968,851968,786432,851968,851968,851968,786432,720896,655360,589824,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,327680,458752,458752,458752,458752,458752,458752,458752,458752,458752,524288,589824,655360,786432,851968,851968,917504,917504,851968,917504,917504,851968,917504,917504,851968,851968,786432,163840,589824,458752,,",597,0,0,0,0,0,0,0,14,"0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0",",,111463,110466,134340,155599,174721,214256,233592,244234,225990,244207,242983,245687,227111,245088,246478,248408,236530,212009,192004,179029,133612,137690,131664,132519,136049,130962,132543,136125,136506,133572,100111,122389,127967,121953,124651,123361,119968,124156,123933,120691,137250,164619,188478,224791,244707,241514,264795,268589,246082,262885,267745,244618,264743,266593,247979,243072,237102,197087,168074,125945,,",5,1,3081,0,38,5,1023.1441666666667,4,3600,1236411,3162352,3686400,655360,,true,,,
7,A,basic,straight,,,0.11.0,44365df5,2048,65536,true,1,512,9,0,89,0,"0,0,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,5,0,0",18,50,0,,0,,0,63,59,92,2304,0,"4,32,3",692,"44,29",250,729,"47,29,2432",5028,"4,32",1854,"6,32",40,1,12,11,0,,0,,102265,2122,3690522,0,65536,1024,0,0,264,",,327680,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,65536,458752,327680,,",411,0,0,0,0,0,0,0,7,"0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0",",,81945,83516,57675,63542,66711,66301,68918,67177,70365,68907,71544,69611,73329,72177,75468,73800,75542,76754,75414,80288,77922,82429,80296,82197,83741,81459,87323,83833,86194,89085,91694,92421,98193,101231,98721,107064,103459,110618,106830,110124,113602,110969,119509,114765,121100,115358,117521,117356,111065,112026,111347,105554,108349,105935,102853,101675,103728,194753,123545,91448,,",5,1,3229,0,2,5,1023.1030555555556,4,3600,1654961,3424492,3686400,458752,,false,,,
7,A,basic,distributed,,,0.11.0,b5feb755,2048,65536,true,1,512,9,0,84,0,"0,0,2,6,8,9,11,13,14,15,16,18,18,18,17,18,18,18,17,16,15,14,12,12,12,12,12,12,12,12,12,12,10,11,11,11,11,11,11,11,11,11,11,14,15,17,18,18,19,19,18,19,19,17,16,15,13,13,12,5,9,7,0,0",14,50,1003,"31,9",1038,"31,9,2230",0,63,6,88,2481,0,"4,32,3",1322,"20,9",423,1479,"19,9,3111",4108,"4,32",1479,"19,9",3111,1,221,16,0,,0,,0,0,1296510,2265789,65536,1024,0,0,456,",,131072,393216,524288,589824,720896,851968,917504,983040,1048576,1179648,589824,589824,557056,589824,589824,589824,557056,524288,491520,458752,393216,393216,393216,393216,393216,393216,393216,393216,393216,393216,327680,360448,360448,360448,360448,360448,360448,360448,360448,360448,360448,458752,491520,557056,589824,589824,622592,622592,589824,622592,1245184,1114112,1048576,983040,851968,851968,786432,163840,589824,458752,,",810,0,0,0,0,0,0,0,11,"0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,0,0",",,108485,113153,128429,155668,179381,215019,237013,258210,279303,315053,333744,358296,384117,421278,442236,462184,498926,513590,525349,556712,635017,626873,629046,628546,625872,634564,633136,627942,631808,630877,654364,652710,654253,648841,658131,652968,658031,653883,659150,654650,659178,647797,588775,534782,519998,481190,458179,428367,395947,369755,356516,310744,295180,279326,239467,242023,220585,213878,164964,128412,,",5,1,3084,0,38,5,1023.1433333333333,4,3600,263369,3244194,3686400,720896,,true,,,
7,A,basic,detour,,,0.11.0,e5a574f1,2048,65536,true,1,512,9,0,83,0,"0,0,0,6,8,9,10,13,13,13,12,13,13,13,12,13,13,13,12,11,10,9,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,8,9,10,12,13,13,14,14,13,14,14,13,14,14,13,13,12,5,9,7,0,0",20,50,1363,"32,10",1473,"33,9,2932",0,63,6,85,2561,0,"4,32,3",1905,"18,9",815,2090,"19,9,362",4108,"4,32",2090,"19,9",362,1,35,17,0,,0,,0,0,0,3427808,65536,1024,0,0,552,",,,393216,524288,589824,655360,851968,851968,851968,786432,851968,851968,851968,786432,851968,851968,851968,786432,720896,655360,589824,458752,458752,458752,458752,458752,458752,458752,458752,458752,458752,327680,458752,458752,458752,458752,458752,458752,458752,458752,458752,524288,589824,655360,786432,851968,851968,917504,917504,851968,917504,917504,851968,917504,917504,851968,851968,786432,163840,589824,458752,,",597,0,0,0,0,0,0,0,14,"0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0",",,111463,110466,134340,155599,174721,214256,233592,244234,225990,244207,242983,245687,227111,245088,246478,248408,236530,212009,192004,179029,133612,137690,131664,132519,136049,130962,132543,136125,136506,133572,100111,122389,127967,121953,124651,123361,119968,124156,123933,120691,137250,164619,188478,224791,244707,241514,264795,268589,246082,262885,267745,244618,264743,266593,247979,243072,237102,197087,168074,125945,,",5,1,3081,0,38,5,1023.1441666666667,4,3600,1236411,3162352,3686400,655360,,true,,,
8,A,basic,straight,,,0.11.0,8108cbcd,2048,0,true,2,512,1,0,59,0,"0,0,1,4,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0",515,58,51512,"31,31",51502,"31,31,3600",0,63,6,46,-1,65536,,15663,"31,28",2428,15714,"31,28,3568",51502,"31,31",51502,"31,31",3600,19,3600,41,0,,0,,487929582,274773,1787850,0,65536,1024,0,0,2145,",,65536,87381,262144,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,,,,,",450,0,0,0,0,0,0,0,53,"0,0,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0",",93673,142926,178765,84253,153034,151003,163020,161066,167501,170439,176248,174961,179105,178349,180489,183818,182364,186469,184676,186840,176207,163843,159727,149859,146419,139337,138071,136262,134846,129976,131178,0,20617,26361,29884,32161,33952,38085,37555,41457,42324,45723,43680,47925,47151,50671,53289,53136,52362,54595,52139,52649,51645,51273,49372,50480,49806,48367,31625,54544,30943,,",5,1,18074,28,28,5,1272.5030555555556,4,3600,0,1730200,3686400,589824,,true,,,
8,A,basic,distributed,,,0.11.0,aa0ac4df,2048,0,true,2,512,1,0,68,0,"0,6,9,11,12,13,15,15,16,17,19,20,21,22,23,22,22,22,22,20,19,18,17,16,16,16,16,16,16,16,16,16,6,16,16,16,16,16,16,16,16,16,17,18,20,21,22,23,23,23,24,22,21,20,18,17,16,15,14,8,11,9,7,0",20,58,1352,"31,31",1871,"31,30,1176",0,63,6,83,2646,65536,,1558,"20,8",527,2060,"19,8,1111",5136,"4,32",2060,"19,8",1111,1,3478,32,0,,0,,823420,3594,1013549,2351407,65536,1024,0,0,639,",393216,589824,720896,786432,851968,983040,983040,1048576,1114112,1245184,1310720,1376256,1441792,753664,720896,720896,720896,720896,655360,622592,589824,557056,524288,524288,524288,524288,524288,524288,524288,524288,524288,196608,524288,524288,524288,524288,524288,524288,524288,524288,524288,557056,589824,655360,688128,720896,753664,753664,753664,1572864,1441792,1376256,1310720,1179648,1114112,1048576,983040,917504,262144,720896,589824,458752,",1044,0,0,0,0,0,0,0,16,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,0",",112158,155918,174693,138839,165545,203916,223806,240788,265054,305937,330768,353271,383465,425213,449318,478392,510228,534873,557849,579325,614180,647796,665369,677155,677119,687621,689291,682461,694090,681252,684512,620006,597925,596135,601711,606477,610913,606883,620722,620321,627892,623754,611739,572796,548930,535782,507837,496308,472505,457374,420098,408432,380938,345554,328759,309102,282517,267263,273502,197068,170202,126946,",5,1,4103,0,39,5,1046.556111111111,4,3600,0,3071492,3686400,983040,,false,,,
8,A,basic,detour,,,0.11.0,abf0adc0,2048,0,true,2,512,1,0,66,0,"0,6,9,11,12,13,15,15,15,15,16,15,15,15,16,15,15,15,15,13,12,11,10,9,9,9,9,9,9,9,9,9,5,9,9,9,9,9,9,9,9,9,10,11,13,14,15,16,16,16,17,16,16,17,16,16,16,15,14,8,11,9,7,0",29,58,1624,"32,10",1923,"31,9,1635",0,63,6,80,2740,65536,,1990,"62,31",957,2985,"19,8,1902",5647,"4,32",2985,"19,8",1902,2,2898,34,0,,0,,1134662,7016,0,3347676,65536,1024,0,0,762,",393216,589824,720896,786432,851968,983040,983040,983040,983040,1048576,983040,983040,983040,1048576,983040,983040,983040,983040,851968,786432,720896,655360,589824,589824,589824,589824,589824,589824,589824,589824,589824,327680,589824,589824,589824,589824,589824,589824,589824,589824,589824,655360,720896,851968,917504,983040,1048576,1048576,1048576,1114112,1048576,1048576,1114112,1048576,1048576,1048576,983040,917504,262144,720896,589824,458752,",750,0,0,0,0,0,0,0,19,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0",",109200,166757,193015,153364,171814,218511,237164,246978,263924,295378,282814,276197,288414,311921,290202,290970,298115,292543,252250,227660,219843,199297,180065,170797,174024,173287,169544,170512,170968,171879,167936,103998,158315,158527,152975,157350,159008,158531,159337,157586,160211,180288,200345,245338,269845,278011,298965,301567,300377,323608,304732,309781,336335,315722,314120,316277,303648,271680,287478,205024,165208,127177,",5,1,4618,0,39,5,1059.4888888888888,4,3600,0,2977254,3686400,983040,,true,,,
9,A,basic,straight,,,0.11.0,6223e395,2048,0,true,2,512,3,0,92,0,"0,0,0,1,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,7,5,0",20,56,1347,"32,31",1348,"32,31,315",0,33,59,92,2310,65536,,325,"41,28",83,440,"45,28,1420",18989,"4,32",2072,"27,32",253,7,164,8,0,,0,,12386763,3598,3552689,0,65536,1024,0,0,270,",,,65536,196608,196608,196608,196608,196608,196608,196608,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,327680,196608,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,589824,131072,589824,458752,327680,",406,0,0,0,0,0,0,0,7,"0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0",",,0,8091,21335,47007,47130,47447,47796,47918,48229,48572,48693,48998,49336,49456,49755,50088,50207,50500,50829,50947,51235,51559,52425,52049,51599,51148,50971,50907,51075,51573,48140,89147,94127,96468,101096,100402,105616,108393,108284,116676,113276,115965,116537,115450,119198,118138,120581,114317,116170,114107,112631,111499,107144,101857,101717,100261,95116,230309,176421,128735,92071,",5,1,17964,0,23,5,1271.1730555555555,4,3600,0,3418555,3686400,196608,,false,,,
9,A,basic,distributed,,,0.11.0,de224a55,2048,0,true,2,512,3,0,69,0,"0,6,9,11,12,13,15,15,16,17,19,20,21,22,23,22,22,22,22,20,19,18,17,16,16,16,16,16,16,16,16,16,8,16,16,16,16,16,16,16,16,16,17,18,20,21,22,23,23,23,24,22,21,20,18,17,16,15,14,8,11,9,7,0",20,56,1048,"32,10",1315,"31,8,1907",0,63,6,84,2619,65536,,1607,"62,30",497,2042,"19,8,1432",5122,"4,32",2042,"19,8",1432,1,1866,31,0,,0,,821662,3594,1094324,2311434,65536,1024,0,0,608,",393216,589824,720896,786432,851968,983040,983040,1048576,1114112,1245184,1310720,1376256,1441792,753664,720896,720896,720896,720896,655360,622592,589824,557056,524288,524288,524288,524288,524288,524288,524288,524288,524288,262144,524288,524288,524288,524288,524288,524288,524288,524288,524288,557056,589824,655360,688128,720896,753664,753664,753664,1572864,1441792,1376256,1310720,1179648,1114112,1048576,983040,917504,262144,720896,589824,458752,",1046,0,0,0,0,0,0,0,15,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,0",",107303,148150,168131,139493,165502,204394,217252,242258,258756,301348,323851,348990,366758,412018,427421,452329,467346,491708,509310,528283,551856,576483,607137,600948,593883,601200,591248,609668,590952,596405,603397,611374,629898,624841,632752,632583,634282,631395,634069,634835,645075,632098,625934,580598,561898,546878,511453,488163,467317,451583,407761,394618,375559,335868,324504,302091,282131,260395,272646,203448,163921,130448,",5,1,4095,0,39,5,1046.2066666666667,4,3600,0,3103073,3686400,983040,,true,,,
9,A,basic,detour,,,0.11.0,abf0adc0,2048,0,true,2,512,3,0,66,0,"0,6,9,11,12,13,15,15,15,15,16,15,15,15,16,15,15,15,15,13,12,11,10,9,9,9,9,9,9,9,9,9,5,9,9,9,9,9,9,9,9,9,10,11,13,14,15,16,16,16,17,16,16,17,16,16,16,15,14,8,11,9,7,0",29,56,1624,"32,10",1923,"31,9,1635",0,63,6,80,2740,65536,,1990,"62,31",957,2985,"19,8,1902",5647,"4,32",2985,"19,8",1902,2,2898,34,0,,0,,1134662,7016,0,3347676,65536,1024,0,0,762,",393216,589824,720896,786432,851968,983040,983040,983040,983040,1048576,983040,983040,983040,1048576,983040,983040,983040,983040,851968,786432,720896,655360,589824,589824,589824,589824,589824,589824,589824,589824,589824,327680,589824,589824,589824,589824,589824,589824,589824,589824,589824,655360,720896,851968,917504,983040,1048576,1048576,1048576,1114112,1048576,1048576,1114112,1048576,1048576,1048576,983040,917504,262144,720896,589824,458752,",750,0,0,0,0,0,0,0,19,"0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0",",109200,166757,193015,153364,171814,218511,237164,246978,263924,295378,282814,276197,288414,311921,290202,290970,298115,292543,252250,227660,219843,199297,180065,170797,174024,173287,169544,170512,170968,171879,167936,103998,158315,158527,152975,157350,159008,158531,159337,157586,160211,180288,200345,245338,269845,278011,298965,301567,300377,323608,304732,309781,336335,315722,314120,316277,303648,271680,287478,205024,165208,127177,",5,1,4618,0,39,5,1059.4888888888888,4,3600,0,2977254,3686400,983040,,true,,,
